,params,tp,fp,tn,fn,incorrect_preds,precision,recall,f1
2301,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2302,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2303,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2304,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2305,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2306,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2307,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2308,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2309,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2310,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2311,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2312,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2313,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'random'}",4,5,13,2,"{'eo': 'fn', 'af': 'fp', 'en': 'fp', 'ia': 'fn', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.4444444444444444,0.6666666666666666,0.5333333333333333
2314,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2315,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'random'}",4,5,13,2,"{'eo': 'fn', 'af': 'fp', 'en': 'fp', 'ia': 'fn', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.4444444444444444,0.6666666666666666,0.5333333333333333
2316,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2317,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",4,5,13,2,"{'eo': 'fn', 'af': 'fp', 'en': 'fp', 'ia': 'fn', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.4444444444444444,0.6666666666666666,0.5333333333333333
2318,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2319,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': None, 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'random'}",4,5,13,2,"{'eo': 'fn', 'af': 'fp', 'en': 'fp', 'ia': 'fn', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.4444444444444444,0.6666666666666666,0.5333333333333333
2320,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
2321,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",3,3,15,3,"{'eo': 'fn', 'vi': 'fp', 'ia': 'fn', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
2322,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",3,3,15,3,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
2323,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2324,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2325,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",4,4,14,2,"{'eo': 'fn', 'vi': 'fp', 'oc': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5,0.6666666666666666,0.5714285714285715
2326,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2327,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'fr': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2328,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
2329,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'is': 'fp', 'vi': 'fp', 'oc': 'fp', 'da': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2330,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",3,4,14,3,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.42857142857142855,0.5,0.4615384615384615
2331,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2332,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2333,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",4,2,16,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
2334,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2335,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'fr': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2336,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2337,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'random'}",5,5,13,1,"{'eo': 'fn', 'nl': 'fp', 'vi': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5,0.8333333333333334,0.625
2338,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2339,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'random'}",5,5,13,1,"{'eo': 'fn', 'nl': 'fp', 'vi': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5,0.8333333333333334,0.625
2340,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2341,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2342,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2343,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2344,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2345,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2346,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2347,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2348,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2349,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2350,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2351,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2352,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2353,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 2, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
2354,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2355,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 5, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
2356,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2357,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 7, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
2358,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2359,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'min_samples_split': 10, 'splitter': 'random'}",6,12,6,0,"{'nl': 'fp', 'is': 'fp', 'fr': 'fp', 'af': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'sv': 'fp', 'da': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.3333333333333333,1.0,0.5
2360,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
2361,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",3,3,15,3,"{'eo': 'fn', 'vi': 'fp', 'ia': 'fn', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
2362,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",3,3,15,3,"{'eo': 'fn', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5,0.5,0.5
2363,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2364,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2365,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 7, 'splitter': 'random'}",4,4,14,2,"{'eo': 'fn', 'vi': 'fp', 'oc': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.5,0.6666666666666666,0.5714285714285715
2366,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2367,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'fr': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2368,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",2,4,14,4,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'lfn': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.3333333333333333,0.3333333333333333,0.3333333333333333
2369,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'is': 'fp', 'vi': 'fp', 'oc': 'fp', 'da': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2370,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",3,4,14,3,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'ia': 'fn', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.42857142857142855,0.5,0.4615384615384615
2371,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
2372,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2373,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 7, 'splitter': 'random'}",4,2,16,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.6666666666666666,0.6666666666666666,0.6666666666666666
2374,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2375,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",4,6,12,2,"{'eo': 'fn', 'fr': 'fp', 'vi': 'fp', 'oc': 'fp', 'en': 'fp', 'da': 'fp', 'tl': 'fp', 'avk': 'fn'}",0.4,0.6666666666666666,0.5
2376,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2377,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 2, 'splitter': 'random'}",5,5,13,1,"{'eo': 'fn', 'nl': 'fp', 'vi': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5,0.8333333333333334,0.625
2378,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2379,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 5, 'splitter': 'random'}",5,5,13,1,"{'eo': 'fn', 'nl': 'fp', 'vi': 'fp', 'id': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5,0.8333333333333334,0.625
2380,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2381,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 7, 'splitter': 'random'}",5,3,15,1,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp'}",0.625,0.8333333333333334,0.7142857142857143
2382,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'best'}",5,4,14,1,"{'eo': 'fn', 'nl': 'fp', 'af': 'fp', 'tl': 'fp', 'es': 'fp'}",0.5555555555555556,0.8333333333333334,0.6666666666666667
2383,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 3, 'min_samples_split': 10, 'splitter': 'random'}",4,3,15,2,"{'eo': 'fn', 'vi': 'fp', 'tl': 'fp', 'es': 'fp', 'avk': 'fn'}",0.5714285714285714,0.6666666666666666,0.6153846153846153
